Unnamed:,label,cleaned_text
1012,0,seaghostdesigns hapened saturday didnt show up
1013,0,girlsgonechild
1014,0,cant fal aslep
1015,0,mouth ulcer painful talk eat
1016,0,danphelan urgh video cut robot part
1017,0,dog cant move anymore praying okay
1018,0,kalpen prety much favenot much reason watch
1019,0,artistbabe thts anoying ampdefinitely bitchy enough def broke like everything me proly even kno oct
1020,0,mileycyrus hahaha dont like one time ny got min slep got sick love you
1021,0,normalguyguide cant much learn wi tomorow non
1022,0,new post htptinyurlcomcexkqy
1023,0,graemearcher sad inocent seling to
1024,0,dang able get workshop run web direction
1025,0,benpritchet godnes me find me god hear ben stil video game boki apologize
1026,0,jap girl theyre leaving
1027,0,por litle girl bad rash bum isnt feling god
1028,0,nicolerichie yes vhs cried old man died
1029,0,argh got early girl aloud freshly squezed video
1030,0,travian total cost atk agresor resource said done im guesing he going let slide
1031,0,waiting kelys cal
1032,0,mhm god day blah blah blah
1033,0,octopuseatspie got chezburger bok lobo lok wif
1034,0,im trying work last asignment year cant get spark want lay gras read
1035,0,robertfperez ugh course thursday fridaysat kid
1036,0,kalpen oh gosh im stil emotionaly dying fact kutners gone arg kal ily
1037,0,kaozdesign think found faceunfortunately find yet
1038,0,seing shouldnt made stomach flip like
1039,0,headache please go away
1040,0,sidharthind yeah do aplication run every minute adons conflict time
1041,0,prety god coaching exceptional talent trounces exceptional coaching prety god talent msu
1042,0,hate tuesday
1043,0,gracedent quothairquot cant deal
1044,0,fel like im stuck rut waiting hear back schols kiling me also decided take break wow awhile
1045,0,ned new glasesmines hangnon arm
1046,0,meat wek day tumy hurt every night
1047,0,quotfakequot veruca twiter im sad
1048,0,phone bestie shower confused know
1049,0,sirah aw por frofro way late
1050,0,mi fam
1051,0,oficialprofoz sed puerto rican
1052,0,joefernandez klout thinking seling you
1053,0,simx yeah always slow end ï ½ï ½also take that win
1054,0,pornstartwet wana go
1055,0,lovemeagan m snipet hunwts may aski wana hear
1056,0,know big love true blod united state tara long wait season
1057,0,sensesdestroyer wana go lamb god
1058,0,sad lost hn arm bandit disapeared
1059,0,set alarm wake up wanted speak si africa skype mi so much
1060,0,awh damn pupy tick
1061,0,house made sad oh kutner
1062,0,safron not
1063,0,kep lokingi know read gona hurt stil lok gues girl thing amp ned get him
1064,0,neds hugsnugles
1065,0,healthuandpets saw one gsd covered them could stop cry bawled bawled
1066,0,rachel jesy r making work thanks guy
1067,0,im wishing time
1068,0,mycaricature bit got realy said babs bad mum im sure hurt even though laughing
1069,0,wanting go schol tomorow
1070,0,used term quotfail whalequot client pitch last night incomprehension corp twiter done much lower org
1071,0,rotberfloats hate bily now
1072,0,day workwekfastforward thursday please
1073,0,snaprebelx omg love show would mad fel ur pain im sory spoiled u
1074,0,posible die coughing suck il
1075,0,cant believe go way barnes work todayinstead minute walk st john wod
1076,0,paulieseow hahahahahah easily make ice milo
1077,0,best friend shity simultaneously u least take turn hurting felings jerk going slep
1078,0,art regresing
1079,0,onlysweter know dance
1080,0,laurwebo im ok gues hard day
1081,0,jade loking new home htpapsfacebokcomdogbokprofileview
1082,0,damn mised
1083,0,sarahprout twetfinder hate trouble background twiterwhat think
1084,0,twilighterlife lol yeh il studying stupid uni weks im holiday yay plus birthday next wek wot
1085,0,transbay quotsfmta budget proposal hearing tomorow april pm city hal rom sadly canot atendquot neither
1086,0,afraid gi note read themselves
1087,0,sigh rain decide show up move away invited tuesdayparty this start hoped for
1088,0,secretgarden goten porn spamers check folowers twets like that
1089,0,somebody seling japan release first album e bay damn thats it clasic worth that
1090,0,charleneli disqus integrates conversation many platform heard abt jskit
1091,0,advertising fake louis bag authentic gogle im pised
1092,0,cant slep dam nap lol hot
1093,0,kep lokingi know read gona hurt stil lok gues girl thing
1094,0,henrygoden odchicken went month half ago stil open then smelt realy god geting sick
1095,0,ready go bedlong day tomorow
1096,0,job searchingfyi yaho hot job suck im never going find job
1097,0,electricity today twets
1098,0,bigthink zack tel edit bioprofile create login diferent co site get answer bt techelp
1099,0,morning al starving dying cupa cant co doc fasting blod test litle
1100,0,tired morning idea why great start day
1101,0,morning al im back litle break computer back work today
1102,0,mobilityvicorg launch grog nice video pwc though
1103,0,stil quotfolowersquot please some inform work
1104,0,mi right now ned hug
1105,0,tried get earlier todaydidnt work
1106,0,omg revision revision revision fel like wasted amazingly beautiful day today pointles work
1107,0,fot comision ouch runing morning helpnot smart
1108,0,shower hope wake last oh synth experiment yielded nothing last night
1109,0,realy bored realy slepyand mad cant find custom lanyard maker wont make buy minimum
1110,0,cmykevin oh nice wiliams sonoma already got me
1111,0,ive finaly given in malaysian restaurant waiting nasi lemak teh tarik mereka tak faham bm htptwitpicomybh
1112,0,waitin theory test centre open
1113,0,got woken morng am damn lory van car acident outside main road also causing car alarm go of
1114,0,think ned get laid sad revolution earlier rofl
1115,0,ourcitylight suden
1116,0,want amanita someone made fel unliving
1117,0,lanarisque hahahaha hows fod poisening going gone away
1118,0,misxmarisa heard hanah yet disapointing
1119,0,hutsoncap everything alright
1120,0,procrastinating fel il want go bed
1121,0,danielhalpin gona try find sport bar watch at got chance though think
1122,0,want go home watch hils
1123,0,sarmar gues im funy
1124,0,moethebeat aw moe planing leaving tomorow evening gona town chance
1125,0,wana write im col enough make storyline
1126,0,griping agred love sound hate everyone know
1127,0,brendamew art tomorow nice se joined twiter
1128,0,sigh think pm making mind totaly overanalyse thing making sad
1129,0,doriantaylor one outside patio named rex gardner tok down rip rex
1130,0,ops ate panini wmart cold say neded thoroughly coked taste raw die nao f poisoning
1131,0,god morning rainy france gardening today
1132,0,ever day staying bed today
1133,0,got take cleo vet sure whats wrong feling sory herself
1134,0,today day fast amp fel may break b go bed must hold til end wk must stayed focused wish luck
1135,0,extremely jealous
1136,0,kimyawesome oh suck love sumer set
1137,0,dayde tel forgot pasword amp give new one way prevent ton spam
1138,0,bedtime wake cal am
1139,0,glad made work extra hour paycheck stil waiting one lost though
1140,0,mum taken hospital know whats wrong vomiting since yesterday rushing back get hospital
1141,0,congested nose
1142,0,cant slep ned talk someone
1143,0,penalba por favor decime ke estas involucrado en esa pagina nicatrols theyre cancer thats kiling b
1144,0,cold tired write god twiter everyone obeying cop tonight total disapointment close
1145,0,life get worse ampamp worse
1146,0,dnwalace shudering shaking
1147,0,sorting brekie kid horible place caled work boho
1148,0,condolence natasha richardson family
1149,0,litleyelowjen think ily naw
1150,0,wheres derick htpfimxwxs
1151,0,neds stop sleping day cause problem wide awake am
1152,0,mised today elen
1153,0,sudenly mi flintstone vitamin tablet so god
1154,0,matpro legitimately god cop
1155,0,onlytose twiters to
1156,0,pealuh think ned go twiterholics anonymous
1157,0,lizhenry heard sha
1158,0,heart broken
1159,0,forgot slep
1160,0,morning everyone serious ned decent cofe catering open yet
1161,0,mostaza im sory ive failed
1162,0,codaquen oh wait oakland th cant understand amp oakland
1163,0,mising talking bf da phone
1164,0,wondering stupid ned eat fish gues sigh
1165,0,mi old friend elementary an midle schol
1166,0,twiter please fix htpsprobbdb brake external twiter avatar search
1167,0,loks like ive mised yet another job someone please employ me haha
1168,0,tace dang il get house itunes hear devastating episode
1169,0,wow shout box kicked cant get back in gues mean god night
1170,0,slideshares embed code anoying me sory tiny embed fail
1171,0,flawles baby eat prune today finaly went por baby
1172,0,iam bored nothing do
1173,0,morning st apointment day dentist
1174,0,amyserata wrote album ironicaly single write
1175,0,someone please take gosip girl away me im adicted
1176,0,god night swetdreams everyone jared never chat kyte puf
1177,0,horible sore throat hurt
1178,0,time get dresed suposegah another workday
1179,0,self licking puding seafod fork enjoyable slowly licking spon
1180,0,ready go premier realized dresed
1181,0,make hapy again wish want afraid fly htptinyurlcomskp
1182,0,eyro aw bumersory mised
1183,0,waking sound jackhamers pleasant way start day
1184,0,almostcol im
1185,0,jon totaly made night lmao like screaming focus mph song
1186,0,nevada realy long gas pump god note slot machine love gamble
1187,0,amirabenet nope baby due th may geting closer stil thing done
1188,0,headache
1189,0,stil efing sick get beter ugh
1190,0,stil bed donï ½t want anything else university calung loud
1191,0,seatle tent mi to pepz tho
1192,0,make hapy again wish afraid fly htptinyurlcomskp
1193,0,erg tumy hurt
1194,0,thought would interesting get f update twiter slightly regreting decision cant se anyone el update
1195,0,riped switcheasy color
1196,0,failed song
1197,0,por mel feling pain
1198,0,ugh stil working project taking smal break
1199,0,one day go schol day something exciting hapens parliament square
1200,0,watko shockingly not
1201,0,today le interesting day twiter cboyack igeldard idiocracy kind quiet today
1202,0,courtneybrwn aw thanks hate sick
1203,0,vip guest today quot blohe hate
1204,0,early
1205,0,fuck youku want watch skin
1206,0,forgot phone car im scared go outside get it
1207,0,totaly forgot going fisheye night u thursday btw im late hils lol
1208,0,totaly shocked episode house eveing lost one favorite character
1209,0,ofbytwo seing doctor hope
1210,0,pa first part cset mised efing point
1211,0,kevinpeterson g case like that scratch void warenty dent do found
1212,0,chaped lip bo
1213,0,rylebeth ye im sadbut weirdly enough shes letin go da party confusing parent r lol
1214,0,kimboinlimbo chance coming back itd min faster javelin though
1215,0,bored lonely
1216,0,back clasic rainy amsterdam day
1217,0,fels like cry thats sick fel
1218,0,hororswench to fel like ive verge anxiety atack day
1219,0,woke hour ago im hard time going back bed lakewod ca htploptusrywlhq
1220,0,going slep lily rocki lt johnathon busy watching batman movie htptwitpicomyj
1221,0,gaspitsnicole sigh mostly mid hsnging friend damn growing p
1222,0,mrskutcher lol wish bad sync germany right subtitle dont work al lol
1223,0,alysaspears im sory maybe walking around gofy store would helphint hint lt
1224,0,contempted heroic ever go through sory
1225,0,im tired morning cold shower waternot hapy
1226,0,haha ive grandma day even house away il stil mi
1227,0,clearing desk
1228,0,w every person there get pic phone died signed shirt amazing word canot describe skiped mel lol
1229,0,cry inside please oh please let rain warm
1230,0,thecolestout
1231,0,packing overnight bag tomorow going hospital
1232,0,gaspitsnicole sigh mostly mi hsnging friend damn growing p oh yeah mi able spel lol
1233,0,glavas lol u read bio spelt name wrong darylo ahem
1234,0,guten morgen get ready go phantasialand cologne yay bo last park holiday
1235,0,ladiscoteca saw im sory
1236,0,nikicheong reminded krispykreme htpwkrispykremecomy landed msia ugly website
1237,0,guykawasaki thats sad goat wahahahahah
1238,0,watching roadworks develop outside ofice make late next weks fb
1239,0,work w asma nawal fe oberate alwatan tv
1240,0,wish could go bed take alergy pil
1241,0,khqrightnow heard making anouncements trying find them mother loked woried
1242,0,work alone saturday anyone wana come kep company cough cough
1243,0,ok maybe il slep hour two must rise work thesis
1244,0,god night swet dream everyone jared never chat kyte lol
1245,0,tifinyhog heard timewarp fantastic guted mised it playing eg
1246,0,wishing morning sleping awesome work not ned scrub apt
1247,0,eilenb back htptinyurlcomdmukpr know people
1248,0,baf hi steven man wek im already behind schol work
1249,0,webede run great thanks windy today bike ride option morning
1250,0,anita yes did thats sad topic me haha going concert far probably expensive
1251,0,couple mt text arive
1252,0,decided rejoin aerobics co know exercise dont paying it rm left bag
1253,0,ientje aw im fine thanks yeah mi much mfc hope talk later today ki huglove
1254,0,hartym loks interesting lot erors documentation website
1255,0,kalpen favorite excelent job
1256,0,break heart navy seal marcus lutrels dogy htpwrightpunditscomp filed rage
1257,0,argh ive eaton much today
1258,0,zurich smely bag anymore
1259,0,university clasrom computer shit day boring
1260,0,want get back bed
1261,0,fanofbsbever sory mised
1262,0,worst burn life sick
1263,0,priscilacruz funy watched only strong today chance mi capoeira zom zom
1264,0,oficial im going educational sumer owh god bles
1265,0,avisionofbeauty phone like sory
1266,0,much enough motivation
1267,0,misolivia no brat west coast haha quite making sad
1268,0,oh everyone going slep much wish could pm im work
1269,0,one thing hate dozing lects wake sheaf wet badly smudged note
1270,0,slepy head chance actualy sleping slim fucking none
1271,0,money gone
1272,0,im batery
1273,0,kristenjstewart watched trailer adventureland itunes loks funy pity think get australia
1274,0,im tired get go schol holiday rd time x
1275,0,omg people death tol italy
1276,0,thisismyiq layin downi dont fel wel
1277,0,scskwerl aw depresing
1278,0,theblondetheory ditch another parish realy sick people world
1279,0,yo jimo cant talk aim anymore glitching il cya later hope u se
1280,0,gave msu fan car rental discount loked sad turn away
1281,0,ordered pitait nevr came say fax machine broke driver left empty bely
1282,0,britney fucking amazing went back hoteli hate traveling cheapos
1283,0,powerpole people try tricky stop using twiter gues god get try
1284,0,draon sad co u r sad
1285,0,gotobekidingme triedand failed
1286,0,dity im loking mine cant even get it schol work sucksatleast u get home thats lol
1287,0,acdc rocked last night back reality today people without home gt dead italy
1288,0,heatherliby oh wel sems like trouble christian slater trying kil moment
1289,0,hoping get decent slep tonight since get worth shit last night godnight world xoxo
1290,0,want diana f loks great
1291,0,ive got one spot realy show yet hurt like hel doubt beauty tomorow
1292,0,ekim hehehe bad separated
1293,0,babe aint calin
1294,0,hetychrist heh yeah shakily conquered lader pointles job tho were far away receive digital signal w antena
1295,0,god morning hope everyone feling beter me cold realy got hold
1296,0,train ramed felow comuters vile special derision reserved man apeared nowhere claim his seat lugage rack
1297,0,kalpen mi show awesome shock
1298,0,talking boy hating work though
1299,0,someone kep upim work
1300,0,larisar please leave stay grant bday
1301,0,danielcalderonl yeah hate that
1302,0,pmelt bad thing aid catch id want inflict pain deadshits world
1303,0,childhodflames whats wrong
1304,0,bed now sick n cant slep try w help med s
1305,0,blipfm downim going back normal tweting while
1306,0,lilylauren get sad pl shave moustache know id cry tho
1307,0,oh gosh oh goshsusy going kil remedy
1308,0,finaly going slep waking early study
1309,0,mi friend elementary midle schol
1310,0,cyantificnhs bals although without tune holiday
1311,0,chick corea tonightand mised now sob
1312,0,im going love season hils tel spartan sucked godnight
1313,0,neds study quant legal proces asesment moro
1314,0,itsangie canceled it plane ticket hotel stay ticket close eat cheaply man so want se o
1315,0,polaroidskyline sound fair horible going repeat myself gues text sent would beter whe
1316,0,bivancamp aw suck sory dear
1317,0,neyawn yeah interview know even is
1318,0,lfta ur gona delete like thaty fel like quotom cruisequot jery maguire got fired right now yo lol
1319,0,worst dream abt turd face used date ugh awful
1320,0,shresthayash ouch imagine tothpic eye something
1321,0,uhi fel lonely wish bfwiamc best friend forever also cousin twiter
1322,0,people kep folowing randomly stop make sad
1323,0,stil feling bleh spew burp
1324,0,hot deadline
1325,0,return shirt bought topshop bc bank acount last rest month life suck
1326,0,woke am far earlymore cofe
1327,0,to cold
1328,0,raining tomorow night so nice today gues thankful able enjoy least
1329,0,michael crichton
1330,0,curse slow internet mi youtube
1331,0,fels headache coming on
1332,0,gordonchiu one leter alway korean use quotxquot there hope me
1333,0,working holy wek
1334,0,marnieblaze haha nope gues nothing original day
1335,0,lot revision tonight final asesments asesments today wel pa mark harsh
1336,0,thats stapling chiped nail
1337,0,cold
1338,0,paulteter pased border
1339,0,chewie update ocd left leg fixed posible ocd right leg wel worse stil hip dysplasia hip god
1340,0,got back hospital bfs nephew might meningitis
1341,0,chiu nay hp chun b t chc my s kin trng bao nhiï ½u vic
1342,0,cold
1343,0,please watch vid tel moved htpwyoutubecomwatchveujsmetorw
1344,0,bo another day work go day
1345,0,driving schiphol aperantly one stuck around alsmer
1346,0,anymore daisy manage take bed
1347,0,garetjiroux u write back twiter mi ya gare x
1348,0,geting changed hope that mean go store now por cat fodops
1349,0,im pain
1350,0,nicolerichie haha yeah band mc used cd lost it
1351,0,mi bcd friend
1352,0,oliyoung requires asembly asembly completely overated tonight harder thought
1353,0,diet woke day hungry
1354,0,jbeauty oh head high kilin em wit da no lol think so u realy know yet im god tucker iner haha
1355,0,hate coking diner
1356,0,maikeru conected backso cant dm you
1357,0,compasion people italy mother caling relative italy right
1358,0,riskyrevenge wait what sick
1359,0,oishieats play polite dance song fav please dont say did course did damn me
1360,0,ned find batery elinchrom ranger nobody canada stock
1361,0,wait amp se game fal aslep amp might might wake
1362,0,london today
1363,0,smile like mean it wow song brings back memory stil cant slep
1364,0,muzocan talk australia isue
1365,0,woken dep slep let go mad max hapy now slep
1366,0,sory geting ready going leave am today
1367,0,got speding ticket
1368,0,kristensaywha a hm watch first episode freakin mised
1369,0,scarletjac god close curent chalenge
1370,0,international font loks ugly going back original font al whod twet malayalam
1371,0,busines study revision
1372,0,mi david actualy
1373,0,htpcomunitylivejournalcomohnotheydidnthtml freakin col that doesnt shit like hapen me
1374,0,cant believe it got answer ask question fels awful
1375,0,tweting much tonight maybe twets come form twet vomit later morning
1376,0,think ned get laid sad revolution earlier rofl htptwurlnlibzwb
1377,0,txtchat jake lmfao frikin awesome mi efin boy much aw hoping guy would come back na x
1378,0,itsdawns thank rmilana like hehe easy wel im danish dude
1379,0,craftysince lol thats swet bought ticket last year ampamp partnerincrime flaked end going this sure
1380,0,razberie wha gb yay haha lagy computer mba canot upgrade
1381,0,defsound aw know u mean iv never girl sense humor
1382,0,zaibatsu meim up
1383,0,super lucky get seat train pay ï ½ min journey
1384,0,coyoteontherun bet i oh wait mac proly not
1385,0,navel piercing tore bit forcing dog bed truck fault know loks healing yay
1386,0,wow got sick nowhere cant think straightand mtv hasnt posted hils online wtf
1387,0,woke up aples gig ace last night seriously tired now work begin one hour
1388,0,today episode quothousequot episode simple explanation heartbreaking
1389,0,im frankly disapointed ofended bloger writing fu penguin
1390,0,tpaw wo yeah sory hear mised origin ticket
1391,0,god morning world dream last night fucked kne def ned kick start strengthening ready bournemouth s
1392,0,ned selsun blueprety sure smal spot haole rot
1393,0,think im coming something
1394,0,newing twiter
1395,0,lindseyviloria that gona mexico
1396,0,swetlyaroundme p woke morning cant ace website havent cleaned computer completely
1397,0,hate hearing girl il nothing though
1398,0,stevediamond know trouble never heard thing many recomendations mrtwet
1399,0,scarletdane mary amp going go dres shoping tomorow
1400,0,noelclarke god morning you stop ignoring co said like cough take sad nowbo ho
1401,0,feling light headed gros
1402,0,thanks chafie thousand apology please fogive sined
1403,0,itschelseastaub godnight chels sory major layoutdelay lt
1404,0,colakaubrey oh joking wel im crushed totaly gona stand midle field wave arm
1405,0,waitin th break service somethin falen car ive got hot water botle me fel twat
1406,0,holyjaw midle night ive comited instaling window bot camp im already isues
1407,0,redgray ah man sad cousin comited suicide yest month pregnant imagine cry non stop
1408,0,damn down
1409,0,megan equal murder
1410,0,por sandra cantu heart go family friend rest peace litle one
1411,0,morning al v grogy morning
1412,0,fel so bad doglet understanding mouth sore por litle thing
1413,0,oh watch video people dying right im going slep
1414,0,luke woral doesnt twiter
1415,0,dynoisthename haha beter watch two might actualy kil other
1416,0,twiter lot le interesting since cute people sudenly stoped flirting
1417,0,stomach feling satisfied nowben starving hour
1418,0,disapointed
1419,0,nearly spoiled house teny bit saw name went away via link teribly surprised now
1420,0,marlonjenglish
1421,0,kitcat ya basicaly screwed rewrote seriously go want dont know anyone else want go
1422,0,lronjai lmao mornin baybe lie peaceful journey train straight boring even hoded tef sight
1423,0,wish someone talk to im upset one like anyway
1424,0,wilieday homework bo hope felas god night
1425,0,japh wish id known ticket earlier rang arvo one left amy would end siting alone sigh hard
1426,0,woke find coldfluilnestype thing going without fight and aparently beat slep sory keynote
1427,0,whf tsc kiled derek rese brian austin gren actualy liked character
1428,0,equinuxcom crashed safari tks you
1429,0,quotfire anatoliaquot fired costume destroyed por situation
1430,0,am typical british morning cold wet road ful miserable angry driver god time ned holiday
1431,0,realy now time slep dreaming city tatos great thing waking early morning sociology
1432,0,bought sour gumi worm peach gumi o cheto pufs ounce soda im fat a huge diner to
1433,0,tubeyornotb both thought found twetheart gues not search continues
1434,0,pixieana scrol back hour mised whole lota jon
1435,0,cyfyre finished two year twinz
1436,0,mised the hils catch tomor real housewife ugh ned figure priority
1437,0,oh oficialy birthday hapy rd birthday me loks around yet one wish eriks bed
1438,0,neds motivation get dresed go work hate training
1439,0,make today saying snow tomorow wtf tenese even snow winter
1440,0,two people stop folowing
1441,0,tried fix hubys computer come disk window key work might buy like aford that
1442,0,vevents way ur game right now
1443,0,sems twiter lost update yesterday again twiter fail
1444,0,paronychia hurt
1445,0,htptwitpicomyvn remember day neither i sike mi old body someday son u shal mine
1446,0,back work bad start day almost faling stair enjoying work yet
1447,0,lt cigsrip
1448,0,im up much paperwork today n im kinda geting sick fun
1449,0,km tready want die im built runing
1450,0,unxnut work eveningnight job
1451,0,neds help anxiety crap
1452,0,chasebogie lol dont ask nice given ride shit started bar b cueing freway lmao mine ready
1453,0,azrael got home end back am start aswel
1454,0,throat raw canot slep
1455,0,t asked friend piglet winie poh seriously guy
1456,0,burnt tongue miso soup today
1457,0,worst dream abt turd face ex ugh awful
1458,0,longing sewing machine birthday far away
1459,0,havent slept wink severe insomnia argh why
1460,0,teryfre lol bye time go
1461,0,skunkie sory gues sarcasm hard show character
1462,0,microwaved kashi chicken spinach thing put milk dvd anyone sen it bet god stil havent sen slumdog
1463,0,got watch lil bros mom work
1464,0,oh god one teacher gave roten gogoma eat im hungry im trying eat around bad part hahahaha
1465,0,stil got headache geting ready work
1466,0,flip lifestyle around godbye sleping helo work am
1467,0,evilunicorn lt
1468,0,honeyortar hinge broke work open smothly pising of duno il se fixed first
1469,0,damn it hate stage breakup proces mi boy falen love damn it why pop
1470,0,rachaelyamagata amazing rach thank music waited outside never showed up there always next album
1471,0,nightwyrm yet
1472,0,ate many cokies think im halucinating
1473,0,wana go work wana go bed
1474,0,much th paper woke nap
1475,0,rampantheart everything except ad twiter field coment
1476,0,found maden oh wel say old new again
1477,0,mising favourite friend
1478,0,brandzhd takin break club please dont tel u
1479,0,want talk advisor advise judge arse
1480,0,pack morocan mint teand whole truckloads kenyan tea
1481,0,idolete marisatastic im sad house episode tonight biger amp beter thing damn taub lol
1482,0,choclatdrop he paying atn
1483,0,shalinique saying may change ur twiter game like u way u r
1484,0,genmarie hope fix california least
1485,0,oishieats
1486,0,im hbo minute got excited remembered get slep tonight son sad
1487,0,tired leave bed
1488,0,adreamforsteph ok house sad
1489,0,ohungry anything creps kitchen legsandor armsatacks fridge ah cold chicken exciting
1490,0,junebug super glue shoe lol
1491,0,ow dozy headache tablet later taken slight edge
1492,0,two day holiday friend public schols cant hang thursday disneyland omg
1493,0,find mom rly anoying ned detox ho day skin shiting
1494,0,im bed way late likely sac shit work tomorow
1495,0,ylizabeth died never se you
1496,0,kcaruthers im year old pixie year
1497,0,body clock stil chufernote never ever stay late also afro back
1498,0,stupid thing wont let get old twiter page make new one
1499,0,so tired work
1500,0,txtchat jake lmfao frikin awesome mi efin boy much aw hoping would come back na x
1501,0,kristinfinley ur phone breaking disease spread phone doesnt ring flash agh one moth til
1502,0,frank morgan race
1503,0,chrisdjmoyles im excited live wale
1504,0,blah throat sore amp kep coughing hate sick
1505,0,im siting up unable slep
1506,0,motivated slep im feling quite icky
1507,0,oh dear pup died last night perhaps prince rejected
1508,0,going month ugh
1509,0,morning cant slep
1510,0,scarletjac thanks know video harowing especialy last minute must admit cried
1511,0,wrote pg paper n min studied n bed gota wake n hour oh joy nite al
1512,0,begining enjoy lazy town oh dear
1513,0,say brain neds optimise neural search pathway find muscle
1514,0,cried heard girl tracy found today so sad may god bles sandra cantu
1515,0,gmg lol omg tempt me started p hour ago ned least god day shoulda asked yesterday
1516,0,moment run fatboy run
1517,0,even time twit these last day insane
1518,0,wyldceltic oh man sad ever
1519,0,twiter woke
1520,0,spazmoraz get lady se work boho
1521,0,something got eyenow itchy aw
1522,0,mrskutcher thinking today deprsing is make u apreciate life more
1523,0,kelybin erm realy hearing dreaded alarm clock
1524,0,canibaleyes bowling shit riped
1525,0,eisie mate thats rubish pt hug tom covered spot obviously hapy doc say nothing bad tel tom
1526,0,warlach curse ye fun it mi online pr paramount pic
1527,0,ugh read cn found cantu girl body pond near home terible family
1528,0,cant slep amugh im even slepy
1529,0,sad know andy halet died htptinyurlcomdhqxv
1530,0,thought
1531,0,markres understand that busy twet work
1532,0,samsungimaging beter get auto feature ironed out blast advertisement nothing le industrial strength spam
1533,0,texasvegetarian oh god ow must hurt like bitch
1534,0,showered get dresed late shift lolypop
1535,0,gilianme yeah
1536,0,realy now time slep dreaming city tatos great thing waking early morning sociology
1537,0,dougiemcfly hey saw u guy play pushoverdidnt get met u tho cuz th huge line upset lola msg would make it
1538,0,god morning wish weather god germany today
1539,0,wish dunkin donut holand today mom back japan cant wait se her
1540,0,so busy right now lot custom order catch on bloged since st enough hr day
1541,0,right got stinking headache ned run im hapy buny
1542,0,sory say vid hit hard please beware last minute especialy htpwyoutubecomwatchveujsmetorw
1543,0,wondering gamebatles htpbitlyqzuy
1544,0,much trafic a cant wait til lane ready
1545,0,slept hour awake since am yesterday stil late exam gota wake tomoro onwards
1546,0,almost finished new mon work tomorow would totaly finish tonight gez
1547,0,ok wonder twitpix option new phone got cant win il leave photo cuz gues
1548,0,usualy make z today
1549,0,macbok froze luckily able take scren shot paper retyped end it submited paper min late
1550,0,rougeforever ive fafing actualy reading work fel productive
1551,0,thecampingforum forcasters believed wel lucky last til afternon
1552,0,babybazoka tobut hard
1553,0,cherylthelibrn thanks rebuildersrebuilding tip trying help mom thru divorce thru breakup
1554,0,left head phone died morning head phone kep company journey
1555,0,meganh drizling day u going rain might wel pour
1556,0,cant slep ugh
1557,0,got work ravenous eaten gipton steak amp branston sarnies il buy something lunch doh
1558,0,new iphone yay restoring backup no stupid aple
1559,0,catering gig col geting ready normal wek working easter
1560,0,cant slep
1561,0,hamporter always walk anex hoping se you instead get nguyen family
1562,0,know exactly fel man re htpfimxtn
1563,0,im yelinq mumy lol angry me
1564,0,realy want go back chicago liked hearing bad politician oprah hate oprah day left uk
1565,0,candicenicolepr heard
1566,0,stil homework
1567,0,shanamoakler im afraid fly to straight refuse get plane suck realy limit go
1568,0,tony changed much change
1569,0,feling bit beter today least walk idea hapened yesterday way schol now ugh
1570,0,leave another exciting day work
1571,0,christie aw im sory deary
1572,0,fuck la circulation ce mat
1573,0,cant belive it were home slepy hr today round rock tx htploptusgetnw
1574,0,im disneyland ahaha im sad pineaple stand closed dolars
1575,0,ok hour self imposed shoping ban already aching shoe fixthis going harder thought
1576,0,whip cream melting
1577,0,woken mom cant get slep
1578,0,lonely bed husband
1579,0,folowers none acknowledge me
1580,0,stupid mampms make stomach hurt
1581,0,best monday ever mised gosip girl oh wel spent time bf today wonderful night xoxo
1582,0,pilvlp luck id probably get stoped cop something stupid
1583,0,siting home im bored kep hearing realy weird noise downstairs kinda crepy
1584,0,let u know he ok
1585,0,kailuh dis guy talking brother cock thats fel like talking ew figure rest
1586,0,birthday today fel old
1587,0,ameliatorode fun shoping bear mind horible forex truth htpbitlykhbn
1588,0,ok twet pep must head bed nowgot take test law tomorow is sumer yet anyway much love hugers
1589,0,working lab report thats due hr tonight
1590,0,awake twiters dozing of
1591,0,jilglavan so disapointed ti party leave vega jacked first talked it nothing
1592,0,runawaystarling unfort msn douche half
1593,0,buting pop
1594,0,oinkeraida agre
1595,0,crazy polen tres washington state making sinus go crazy
1596,0,stupid year project fels like conquered something realised year
1597,0,jdpeterson hope fel beter cali
1598,0,ned go lazy
1599,0,laurenlenewx aw im sory
1600,0,wo thre page seven gowhy heck procrastinate goal grad schol wait
1601,0,morning al tired today stayed bed
1602,0,town forgot charge phone think last day
1603,0,must awake untimely hour
1604,0,dont want go schol tomorow exam one half weks
1605,0,kalpen thing suck one excited for even knew final team would be
1606,0,cant slep windy scary out
1607,0,darylsws kid holiday
1608,0,sumer camp sumer schol boarding lol
1609,0,am im stil snifling snezing cant slep morning going come way early
1610,0,guy bil gate asociates make fel like know nothing even know name
1611,0,oh no azpa sent email state conventionmay amp papyrus it sad bc wanted atend
1612,0,pelf work demanding much
1613,0,watching grek cant believe last day il se guy june ah
1614,0,back cabin ew
1615,0,terified news italy htptinyurlcomdhdpne
1616,0,lilimarlene oh sux
1617,0,brainiacmathew know im spring break
1618,0,extremely hungry
1619,0,going long night work
1620,0,jenchambles neither nobody awake nobody im drunk alone
